"op","ctrl","mass","form","mod","rad","ref","thk"
"machining","M",76,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",30,"alpha","h2o",6.35,"h2o",1.27
"machining","M",43,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",9,"alpha","h2o",20.955,"h2o",2.54
"solution","A",20,"alpha","h2o",6.35,"h2o",0.635
"solution","A",12,"alpha","h2o",15.24,"h2o",1.905
"large sample","M",15,"alpha","h2o",4.445,"h2o",0.635
"machining","M",81,"alpha","h2o",5.08,"h2o",0.635
"solution","A",14,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",27,"alpha","h2o",8.89,"h2o",3.175
"small sample","A",1,"alpha","h2o",9.525,"h2o",2.54
"large sample","A",15,"alpha","h2o",17.78,"h2o",1.27
"waste","A",52,"alpha","h2o",22.225,"h2o",0.635
"solution","A",19,"alpha","h2o",4.445,"h2o",1.27
"large sample","E",241,"alpha","h2o",3.175,"h2o",1.27
"waste","P",97,"alpha","h2o",13.335,"h2o",3.175
"metallurgy","E",19,"alpha","h2o",1.905,"h2o",0.635
"solution","A",15,"alpha","h2o",5.08,"h2o",6.35
"small sample","A",12,"alpha","h2o",3.175,"h2o",2.54
"small sample","A",12,"alpha","h2o",1.905,"h2o",5.08
"large sample","A",29,"alpha","h2o",15.24,"h2o",5.715
"large sample","A",8,"alpha","h2o",2.54,"h2o",1.27
"large sample","A",23,"alpha","h2o",5.08,"h2o",0.635
"solution","A",27,"alpha","h2o",4.445,"h2o",3.81
"large sample","A",43,"alpha","h2o",6.35,"h2o",1.905
"large sample","A",31,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",20,"alpha","h2o",8.89,"h2o",2.54
"waste","P",23,"alpha","h2o",7.62,"h2o",0.635
"waste","P",28,"alpha","h2o",11.43,"h2o",1.27
"machining","M",125,"alpha","h2o",3.81,"h2o",1.27
"machining","A",9,"alpha","h2o",8.255,"h2o",0.635
"solution","A",6,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",65,"alpha","h2o",14.605,"h2o",1.27
"large sample","A",14,"alpha","h2o",3.175,"h2o",1.905
"machining","M",51,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",43,"alpha","h2o",7.62,"h2o",0.635
"metallurgy","A",52,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",18,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",22,"alpha","h2o",17.145,"h2o",2.54
"solution","A",16,"alpha","h2o",15.875,"h2o",0.635
"small sample","A",12,"alpha","h2o",5.08,"h2o",2.54
"metallurgy","B",60,"alpha","h2o",10.16,"h2o",1.905
"small sample","A",31,"alpha","h2o",8.255,"h2o",0.635
"small sample","A",65,"alpha","h2o",1.27,"h2o",1.27
"small sample","B",72,"alpha","h2o",6.985,"h2o",1.27
"machining","M",33,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",63,"alpha","h2o",10.16,"h2o",0.635
"machining","M",42,"alpha","h2o",10.16,"h2o",0.635
"waste","P",50,"alpha","h2o",6.35,"h2o",2.54
"metallurgy","E",55,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","E",32,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",7,"alpha","h2o",20.32,"h2o",1.27
"large sample","D",82,"alpha","h2o",10.795,"h2o",0.635
"small sample","A",51,"alpha","h2o",17.78,"h2o",1.27
"large sample","A",36,"alpha","h2o",1.27,"h2o",2.54
"small sample","A",45,"alpha","h2o",13.97,"h2o",3.175
"large sample","A",21,"alpha","h2o",5.08,"h2o",0.635
"large sample","D",7,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","B",48,"alpha","h2o",5.08,"h2o",1.27
"waste","A",27,"alpha","h2o",5.08,"h2o",3.175
"large sample","M",69,"alpha","h2o",12.065,"h2o",0.635
"waste","P",104,"alpha","h2o",9.525,"h2o",0.635
"large sample","A",21,"alpha","h2o",7.62,"h2o",4.445
"small sample","A",65,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",16,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",14,"alpha","h2o",6.985,"h2o",1.27
"machining","M",98,"alpha","h2o",13.335,"h2o",1.27
"large sample","A",25,"alpha","h2o",4.445,"h2o",1.27
"large sample","E",7,"alpha","h2o",1.905,"h2o",0.635
"machining","A",10,"alpha","h2o",5.715,"h2o",0.635
"machining","M",46,"alpha","h2o",7.62,"h2o",0.635
"solution","A",16,"alpha","h2o",4.445,"h2o",2.54
"machining","A",61,"alpha","h2o",10.795,"h2o",1.27
"small sample","A",39,"alpha","h2o",5.715,"h2o",0.635
"solution","A",16,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",7,"alpha","h2o",3.175,"h2o",0.635
"large sample","D",15,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","A",23,"alpha","h2o",15.24,"h2o",1.905
"metallurgy","E",43,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",40,"alpha","h2o",8.89,"h2o",0.635
"machining","A",65,"alpha","h2o",3.175,"h2o",1.905
"waste","A",57,"alpha","h2o",5.08,"h2o",1.27
"metallurgy","E",88,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",42,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",55,"alpha","h2o",27.94,"h2o",0.635
"small sample","A",15,"alpha","h2o",9.525,"h2o",0.635
"small sample","A",15,"alpha","h2o",8.89,"h2o",0.635
"solution","A",4,"alpha","h2o",6.35,"h2o",0.635
"large sample","M",64,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",5,"alpha","h2o",8.255,"h2o",3.175
"machining","A",23,"alpha","h2o",12.7,"h2o",0.635
"waste","A",50,"alpha","h2o",12.065,"h2o",1.905
"solution","A",3,"alpha","h2o",6.985,"h2o",1.905
"large sample","A",65,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",33,"alpha","h2o",3.175,"h2o",0.635
"metallurgy","E",124,"alpha","h2o",1.905,"h2o",0.635
"machining","A",32,"alpha","h2o",11.43,"h2o",3.175
"waste","P",85,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",17,"alpha","h2o",17.78,"h2o",1.27
"large sample","M",31,"alpha","h2o",22.225,"h2o",0.635
"small sample","A",28,"alpha","h2o",6.35,"h2o",1.27
"large sample","D",147,"alpha","h2o",4.445,"h2o",0.635
"large sample","A",64,"alpha","h2o",7.62,"h2o",2.54
"small sample","A",34,"alpha","h2o",1.905,"h2o",1.27
"solution","A",21,"alpha","h2o",24.765,"h2o",1.905
"machining","M",124,"alpha","h2o",7.62,"h2o",1.27
"waste","P",53,"alpha","h2o",17.145,"h2o",0.635
"small sample","A",54,"alpha","h2o",20.955,"h2o",0.635
"large sample","A",23,"alpha","h2o",15.875,"h2o",2.54
"metallurgy","A",26,"alpha","h2o",8.89,"h2o",1.27
"machining","M",64,"alpha","h2o",3.81,"h2o",0.635
"metallurgy","A",23,"alpha","h2o",14.605,"h2o",4.445
"small sample","A",9,"alpha","h2o",3.81,"h2o",1.27
"large sample","E",107,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",4,"alpha","h2o",26.67,"h2o",1.27
"large sample","A",42,"alpha","h2o",7.62,"h2o",1.905
"solution","A",1,"alpha","h2o",16.51,"h2o",1.905
"small sample","A",13,"alpha","h2o",13.97,"h2o",1.27
"machining","M",41,"alpha","h2o",33.02,"h2o",0.635
"large sample","D",120,"alpha","h2o",1.27,"h2o",0.635
"large sample","M",35,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",65,"alpha","h2o",26.67,"h2o",3.175
"small sample","A",7,"alpha","h2o",7.62,"h2o",1.905
"small sample","A",27,"alpha","h2o",22.86,"h2o",1.905
"metallurgy","A",19,"alpha","h2o",11.43,"h2o",0.635
"solution","A",15,"alpha","h2o",14.605,"h2o",2.54
"small sample","A",65,"alpha","h2o",3.81,"h2o",1.27
"large sample","D",17,"alpha","h2o",7.62,"h2o",0.635
"machining","A",8,"alpha","h2o",13.97,"h2o",3.175
"machining","M",19,"alpha","h2o",27.305,"h2o",0.635
"large sample","A",21,"alpha","h2o",13.97,"h2o",0.635
"machining","M",23,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",65,"alpha","h2o",8.255,"h2o",2.54
"small sample","A",51,"alpha","h2o",3.81,"h2o",1.905
"large sample","E",74,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",21,"alpha","h2o",13.97,"h2o",1.27
"large sample","D",108,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",10,"alpha","h2o",5.08,"h2o",0.635
"machining","M",31,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",24,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",18,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",23,"alpha","h2o",2.54,"h2o",2.54
"metallurgy","A",38,"alpha","h2o",2.54,"h2o",0.635
"metallurgy","A",51,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",10,"alpha","h2o",19.05,"h2o",1.905
"small sample","A",13,"alpha","h2o",6.985,"h2o",1.27
"large sample","D",91,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","A",24,"alpha","h2o",10.795,"h2o",2.54
"large sample","A",44,"alpha","h2o",17.78,"h2o",0.635
"large sample","A",34,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","B",35,"alpha","h2o",2.54,"h2o",1.905
"small sample","A",65,"alpha","h2o",3.175,"h2o",1.905
"small sample","A",40,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",5,"alpha","h2o",8.89,"h2o",0.635
"small sample","A",29,"alpha","h2o",5.715,"h2o",1.905
"metallurgy","E",217,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",59,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",58,"alpha","h2o",6.35,"h2o",3.175
"metallurgy","A",38,"alpha","h2o",7.62,"h2o",5.08
"small sample","A",28,"alpha","h2o",15.875,"h2o",1.27
"metallurgy","E",88,"alpha","h2o",1.905,"h2o",0.635
"waste","A",22,"alpha","h2o",11.43,"h2o",3.81
"machining","M",17,"alpha","h2o",19.05,"h2o",0.635
"small sample","A",65,"alpha","h2o",10.16,"h2o",1.905
"solution","A",15,"alpha","h2o",8.89,"h2o",3.81
"small sample","A",41,"alpha","h2o",16.51,"h2o",0.635
"small sample","A",25,"alpha","h2o",8.255,"h2o",3.81
"small sample","A",46,"alpha","h2o",8.255,"h2o",1.905
"metallurgy","E",56,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",35,"alpha","h2o",11.43,"h2o",1.905
"small sample","B",29,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",47,"alpha","h2o",17.145,"h2o",1.905
"large sample","E",72,"alpha","h2o",0.635,"h2o",0.635
"large sample","E",131,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",13,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",3,"alpha","h2o",6.35,"h2o",1.27
"large sample","D",35,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",41,"alpha","h2o",4.445,"h2o",3.81
"metallurgy","E",121,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","A",65,"alpha","h2o",17.78,"h2o",1.27
"large sample","D",188,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",18,"alpha","h2o",1.905,"h2o",3.81
"machining","M",16,"alpha","h2o",35.56,"h2o",0.635
"small sample","A",5,"alpha","h2o",3.81,"h2o",0.635
"large sample","E",186,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",30,"alpha","h2o",13.335,"h2o",1.27
"metallurgy","E",133,"alpha","h2o",1.905,"h2o",0.635
"solution","A",44,"alpha","h2o",18.415,"h2o",4.445
"metallurgy","B",20,"alpha","h2o",10.795,"h2o",0.635
"waste","P",95,"alpha","h2o",5.08,"h2o",1.905
"large sample","A",22,"alpha","h2o",9.525,"h2o",3.81
"small sample","A",16,"alpha","h2o",3.81,"h2o",0.635
"waste","A",24,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",19,"alpha","h2o",19.05,"h2o",0.635
"metallurgy","E",35,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",40,"alpha","h2o",8.89,"h2o",1.27
"large sample","A",44,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",25,"alpha","h2o",3.175,"h2o",0.635
"large sample","A",65,"alpha","h2o",4.445,"h2o",1.905
"large sample","E",78,"alpha","h2o",1.27,"h2o",0.635
"large sample","D",112,"alpha","h2o",7.62,"h2o",0.635
"small sample","A",21,"alpha","h2o",5.08,"h2o",0.635
"waste","A",48,"alpha","h2o",3.175,"h2o",1.27
"machining","M",74,"alpha","h2o",0.635,"h2o",0.635
"metallurgy","E",45,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",11,"alpha","h2o",12.065,"h2o",6.985
"large sample","E",202,"alpha","h2o",2.54,"h2o",0.635
"machining","A",42,"alpha","h2o",24.765,"h2o",1.27
"metallurgy","A",17,"alpha","h2o",1.27,"h2o",0.635
"metallurgy","A",18,"alpha","h2o",8.255,"h2o",1.905
"small sample","A",47,"alpha","h2o",8.255,"h2o",1.27
"small sample","A",11,"alpha","h2o",7.62,"h2o",1.905
"small sample","A",27,"alpha","h2o",8.255,"h2o",3.81
"large sample","A",10,"alpha","h2o",3.175,"h2o",3.175
"large sample","A",45,"alpha","h2o",5.08,"h2o",1.27
"large sample","A",11,"alpha","h2o",1.905,"h2o",1.27
"small sample","B",46,"alpha","h2o",11.43,"h2o",0.635
"small sample","A",8,"alpha","h2o",4.445,"h2o",3.175
"small sample","A",28,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",13,"alpha","h2o",12.7,"h2o",0.635
"metallurgy","E",54,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",62,"alpha","h2o",10.16,"h2o",1.905
"large sample","A",24,"alpha","h2o",3.175,"h2o",0.635
"waste","P",138,"alpha","h2o",11.43,"h2o",3.175
"small sample","A",6,"alpha","h2o",18.415,"h2o",0.635
"large sample","D",105,"alpha","h2o",1.27,"h2o",0.635
"small sample","A",6,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",65,"alpha","h2o",11.43,"h2o",3.81
"small sample","A",64,"alpha","h2o",3.81,"h2o",1.27
"small sample","B",45,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",65,"alpha","h2o",8.89,"h2o",3.175
"small sample","A",65,"alpha","h2o",19.05,"h2o",6.35
"large sample","M",83,"alpha","h2o",0.635,"h2o",1.27
"small sample","A",9,"alpha","h2o",4.445,"h2o",0.635
"waste","A",7,"alpha","h2o",9.525,"h2o",1.27
"large sample","E",45,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",41,"alpha","h2o",6.985,"h2o",0.635
"waste","A",16,"alpha","h2o",7.62,"h2o",0.635
"machining","M",35,"alpha","h2o",5.08,"h2o",0.635
"large sample","A",65,"alpha","h2o",3.81,"h2o",1.905
"solution","A",25,"alpha","h2o",6.35,"h2o",1.27
"large sample","A",8,"alpha","h2o",8.255,"h2o",0.635
"waste","P",62,"alpha","h2o",10.795,"h2o",2.54
"small sample","A",65,"alpha","h2o",8.89,"h2o",1.27
"small sample","A",30,"alpha","h2o",17.145,"h2o",1.905
"machining","M",50,"alpha","h2o",12.065,"h2o",0.635
"large sample","A",53,"alpha","h2o",5.08,"h2o",2.54
"small sample","A",11,"alpha","h2o",6.35,"h2o",0.635
"large sample","E",97,"alpha","h2o",1.905,"h2o",0.635
"small sample","B",28,"alpha","h2o",4.445,"h2o",1.905
"machining","A",21,"alpha","h2o",9.525,"h2o",1.27
"metallurgy","E",84,"alpha","h2o",0.635,"h2o",0.635
"large sample","A",15,"alpha","h2o",3.81,"h2o",3.81
"small sample","A",59,"alpha","h2o",1.27,"h2o",1.905
"small sample","A",61,"alpha","h2o",5.715,"h2o",1.27
"large sample","D",49,"alpha","h2o",7.62,"h2o",0.635
"large sample","D",237,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",8,"alpha","h2o",4.445,"h2o",1.27
"small sample","A",25,"alpha","h2o",0.635,"h2o",1.27
"small sample","A",35,"alpha","h2o",4.445,"h2o",0.635
"metallurgy","B",182,"alpha","h2o",1.27,"h2o",1.27
"solution","A",32,"alpha","h2o",23.495,"h2o",0.635
"large sample","A",5,"alpha","h2o",5.715,"h2o",1.27
"small sample","A",63,"alpha","h2o",10.795,"h2o",0.635
"waste","P",132,"alpha","h2o",10.16,"h2o",3.175
"machining","M",99,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",51,"alpha","h2o",15.875,"h2o",1.905
"solution","A",10,"alpha","h2o",16.51,"h2o",0.635
"large sample","A",28,"alpha","h2o",10.16,"h2o",3.81
"large sample","E",50,"alpha","h2o",1.905,"h2o",0.635
"metallurgy","A",16,"alpha","h2o",3.81,"h2o",3.175
"large sample","A",35,"alpha","h2o",10.16,"h2o",1.905
"large sample","M",40,"alpha","h2o",11.43,"h2o",0.635
"solution","A",10,"alpha","h2o",8.89,"h2o",1.27
"large sample","A",30,"alpha","h2o",25.4,"h2o",0.635
"small sample","A",47,"alpha","h2o",6.985,"h2o",1.27
"solution","A",15,"alpha","h2o",11.43,"h2o",1.27
"small sample","A",28,"alpha","h2o",5.08,"h2o",1.27
"large sample","A",23,"alpha","h2o",12.065,"h2o",2.54
"small sample","A",65,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",31,"alpha","h2o",6.985,"h2o",1.905
"large sample","D",58,"alpha","h2o",1.905,"h2o",0.635
"large sample","A",32,"alpha","h2o",19.05,"h2o",3.175
"small sample","A",65,"alpha","h2o",7.62,"h2o",1.27
"large sample","A",19,"alpha","h2o",3.175,"h2o",4.445
"large sample","A",34,"alpha","h2o",13.97,"h2o",1.27
"small sample","A",65,"alpha","h2o",15.24,"h2o",0.635
"waste","A",36,"alpha","h2o",4.445,"h2o",2.54
"solution","A",12,"alpha","h2o",19.685,"h2o",3.175
"large sample","M",107,"alpha","h2o",4.445,"h2o",0.635
"small sample","A",15,"alpha","h2o",15.875,"h2o",1.905
"large sample","D",258,"alpha","h2o",0.635,"h2o",0.635
"small sample","B",159,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",52,"alpha","h2o",5.08,"h2o",1.27
"small sample","B",13,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",39,"alpha","h2o",8.255,"h2o",1.27
"large sample","A",19,"alpha","h2o",8.255,"h2o",2.54
"small sample","A",48,"alpha","h2o",6.985,"h2o",1.27
"machining","M",7,"alpha","h2o",13.97,"h2o",0.635
"solution","A",17,"alpha","h2o",17.145,"h2o",3.175
"small sample","A",36,"alpha","h2o",12.065,"h2o",3.175
"large sample","A",65,"alpha","h2o",17.78,"h2o",4.445
"large sample","E",60,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",27,"alpha","h2o",4.445,"h2o",1.27
"solution","A",2,"alpha","h2o",14.605,"h2o",1.905
"large sample","A",35,"alpha","h2o",2.54,"h2o",1.905
"solution","A",14,"alpha","h2o",9.525,"h2o",3.81
"large sample","A",16,"alpha","h2o",11.43,"h2o",0.635
"large sample","A",46,"alpha","h2o",7.62,"h2o",0.635
"large sample","M",44,"alpha","h2o",10.16,"h2o",1.27
"solution","A",9,"alpha","h2o",7.62,"h2o",1.27
"solution","A",6,"alpha","h2o",5.08,"h2o",2.54
"large sample","A",6,"alpha","h2o",21.59,"h2o",2.54
"small sample","A",17,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",26,"alpha","h2o",12.065,"h2o",2.54
"small sample","A",12,"alpha","h2o",12.065,"h2o",0.635
"solution","A",22,"alpha","h2o",5.08,"h2o",1.905
"solution","A",1,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",30,"alpha","h2o",13.335,"h2o",1.905
"large sample","E",31,"alpha","h2o",0.635,"h2o",0.635
"solution","A",20,"alpha","h2o",13.335,"h2o",1.27
"small sample","A",12,"alpha","h2o",8.89,"h2o",1.27
"large sample","A",17,"alpha","h2o",6.35,"h2o",0.635
"large sample","A",21,"alpha","h2o",4.445,"h2o",2.54
"large sample","A",65,"alpha","h2o",5.715,"h2o",4.445
"solution","A",13,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",4,"alpha","h2o",6.985,"h2o",1.27
"small sample","A",29,"alpha","h2o",8.89,"h2o",1.27
"small sample","A",65,"alpha","h2o",6.35,"h2o",1.27
"metallurgy","E",56,"alpha","h2o",2.54,"h2o",0.635
"waste","P",83,"alpha","h2o",6.985,"h2o",1.27
"machining","M",41,"alpha","h2o",6.35,"h2o",0.635
"metallurgy","E",19,"alpha","h2o",2.54,"h2o",0.635
"large sample","M",89,"alpha","h2o",13.335,"h2o",0.635
"large sample","M",120,"alpha","h2o",26.67,"h2o",1.27
"metallurgy","A",65,"alpha","h2o",20.32,"h2o",1.27
"waste","A",65,"alpha","h2o",9.525,"h2o",1.27
"large sample","A",8,"alpha","h2o",35.56,"h2o",0.635
"large sample","E",14,"alpha","h2o",1.905,"h2o",0.635
"solution","A",5,"alpha","h2o",2.54,"h2o",1.905
"solution","A",11,"alpha","h2o",3.81,"h2o",1.905
"waste","A",25,"alpha","h2o",5.08,"h2o",5.08
"small sample","A",39,"alpha","h2o",12.065,"h2o",1.905
"solution","A",14,"alpha","h2o",17.145,"h2o",5.08
"metallurgy","A",31,"alpha","h2o",16.51,"h2o",0.635
"small sample","A",45,"alpha","h2o",5.715,"h2o",1.905
"large sample","A",21,"alpha","h2o",13.335,"h2o",0.635
"small sample","A",37,"alpha","h2o",10.16,"h2o",0.635
"small sample","A",19,"alpha","h2o",3.81,"h2o",2.54
"small sample","A",65,"alpha","h2o",9.525,"h2o",3.175
"waste","P",51,"alpha","h2o",5.715,"h2o",0.635
"large sample","A",17,"alpha","h2o",23.495,"h2o",0.635
"metallurgy","A",38,"alpha","h2o",4.445,"h2o",5.715
"small sample","A",33,"alpha","h2o",8.89,"h2o",1.905
"small sample","A",65,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",43,"alpha","h2o",6.35,"h2o",1.27
"small sample","A",14,"alpha","h2o",3.175,"h2o",1.27
"solution","A",15,"alpha","h2o",20.955,"h2o",1.905
"small sample","A",11,"alpha","h2o",6.35,"h2o",1.905
"small sample","A",19,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",41,"alpha","h2o",5.08,"h2o",0.635
"machining","M",34,"alpha","h2o",5.715,"h2o",0.635
"solution","A",12,"alpha","h2o",10.795,"h2o",1.27
"metallurgy","E",101,"alpha","h2o",1.905,"h2o",1.27
"small sample","A",27,"alpha","h2o",12.7,"h2o",5.715
"metallurgy","E",173,"alpha","h2o",3.175,"h2o",0.635
"small sample","A",18,"alpha","h2o",5.08,"h2o",1.27
"small sample","B",26,"alpha","h2o",4.445,"h2o",1.27
"large sample","A",47,"alpha","h2o",10.16,"h2o",0.635
"large sample","A",18,"alpha","h2o",9.525,"h2o",0.635
"waste","P",83,"alpha","h2o",5.715,"h2o",0.635
"small sample","A",19,"alpha","h2o",3.175,"h2o",1.905
"small sample","A",65,"alpha","h2o",6.985,"h2o",1.905
"small sample","A",32,"alpha","h2o",10.16,"h2o",1.905
"machining","M",41,"alpha","h2o",20.32,"h2o",0.635
"large sample","M",62,"alpha","h2o",9.525,"h2o",0.635
"solution","A",11,"alpha","h2o",3.175,"h2o",1.27
"small sample","A",26,"alpha","h2o",1.27,"h2o",0.635
"waste","A",56,"alpha","h2o",6.985,"h2o",5.08
"machining","A",58,"alpha","h2o",7.62,"h2o",1.27
"small sample","A",45,"alpha","h2o",22.86,"h2o",3.81
"large sample","E",249,"alpha","h2o",1.27,"h2o",0.635
"large sample","M",93,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",54,"alpha","h2o",8.89,"h2o",0.635
"large sample","A",56,"alpha","h2o",12.065,"h2o",3.175
"solution","A",7,"alpha","h2o",20.955,"h2o",0.635
"large sample","D",80,"alpha","h2o",1.905,"h2o",0.635
"large sample","M",28,"alpha","h2o",1.27,"h2o",0.635
"solution","A",29,"alpha","h2o",5.08,"h2o",0.635
"small sample","A",65,"alpha","h2o",24.13,"h2o",4.445
"metallurgy","A",65,"alpha","h2o",12.7,"h2o",0.635
"small sample","A",44,"alpha","h2o",3.81,"h2o",1.27
"small sample","A",3,"alpha","h2o",0.635,"h2o",1.27
"machining","A",39,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",20,"alpha","h2o",5.08,"h2o",1.27
"large sample","D",76,"alpha","h2o",2.54,"h2o",0.635
"small sample","A",40,"alpha","h2o",9.525,"h2o",0.635
"large sample","A",34,"alpha","h2o",19.05,"h2o",0.635
"large sample","E",29,"alpha","h2o",0.635,"h2o",0.635
"small sample","A",65,"alpha","h2o",22.86,"h2o",0.635
"large sample","A",21,"alpha","h2o",3.81,"h2o",0.635
"small sample","A",24,"alpha","h2o",14.605,"h2o",0.635
"small sample","A",28,"alpha","h2o",1.905,"h2o",0.635
"small sample","A",65,"alpha","h2o",2.54,"h2o",0.635
"large sample","A",18,"alpha","h2o",3.81,"h2o",3.175
"large sample","A",10,"alpha","h2o",7.62,"h2o",3.175
"large sample","A",33,"alpha","h2o",1.905,"h2o",1.905
"small sample","A",12,"alpha","h2o",10.795,"h2o",1.27
"small sample","A",31,"alpha","h2o",3.175,"h2o",1.905
"small sample","A",18,"alpha","h2o",10.795,"h2o",0.635
"large sample","A",24,"alpha","h2o",15.875,"h2o",1.27
"solution","A",31,"alpha","h2o",4.445,"h2o",4.445
"metallurgy","A",14,"alpha","h2o",13.335,"h2o",2.54
