"op","ctrl","mass","form","mod","rad","ref","thk"
"waste","P",23,"alpha","none",7.62,"ss304",0.635
"waste","P",28,"alpha","ch2",11.43,"ch2",1.27
"machining","M",125,"alpha","none",3.81,"ch2",1.27
"machining","A",9,"alpha","ch2",8.255,"ch2",0.635
"solution","A",6,"alpha","none",0.635,"ch2",0.635
"large sample","A",65,"alpha","none",14.605,"ch2",1.27
"large sample","A",14,"alpha","none",3.175,"mgo",1.905
"machining","M",51,"alpha","none",8.89,"ch2",0.635
"large sample","A",43,"alpha","none",7.62,"ch2",0.635
"metallurgy","A",52,"alpha","none",1.905,"ch2",0.635
"small sample","A",18,"alpha","none",6.35,"ss304",1.27
"large sample","A",22,"alpha","none",17.145,"ch2",2.54
"solution","A",16,"alpha","none",15.875,"ch2",0.635
"small sample","A",12,"alpha","none",5.08,"pb",2.54
"metallurgy","B",60,"alpha","none",10.16,"ch2",1.905
"small sample","A",31,"alpha","none",8.255,"ch2",0.635
"small sample","A",65,"alpha","none",1.27,"mgo",1.27
"small sample","B",72,"alpha","none",6.985,"ch2",1.27
"machining","M",33,"alpha","ch2",4.445,"al",0.635
"small sample","A",63,"alpha","none",10.16,"ss304",0.635
"machining","M",42,"alpha","none",10.16,"ch2",0.635
"waste","P",50,"alpha","ch2",6.35,"be",2.54
"metallurgy","E",55,"alpha","none",1.27,"ss304",0.635
"metallurgy","E",32,"alpha","none",1.27,"ch2",0.635
"small sample","A",7,"alpha","none",20.32,"ss304",1.27
"large sample","D",82,"alpha","none",10.795,"ss304",0.635
"small sample","A",51,"alpha","ch2",17.78,"ch2",1.27
"large sample","A",36,"alpha","none",1.27,"ch2",2.54
"small sample","A",45,"alpha","none",13.97,"ch2",3.175
"large sample","A",21,"alpha","ch2",5.08,"ch2",0.635
"large sample","D",7,"alpha","none",1.905,"ch2",0.635
"metallurgy","B",48,"alpha","mgo",5.08,"ss304",1.27
"waste","A",27,"alpha","ch2",5.08,"ch2",3.175
"large sample","M",69,"alpha","none",12.065,"ch2",0.635
"waste","P",104,"alpha","none",9.525,"ch2",0.635
"large sample","A",21,"alpha","none",7.62,"mgo",4.445
"small sample","A",65,"alpha","none",5.715,"ch2",0.635
"small sample","A",16,"alpha","none",8.89,"ch2",0.635
"small sample","A",14,"alpha","none",6.985,"ss304",1.27
"machining","M",98,"alpha","none",13.335,"ch2",1.27
"large sample","A",25,"alpha","none",4.445,"al",1.27
"large sample","E",7,"alpha","none",1.905,"ss304",0.635
"machining","A",10,"alpha","none",5.715,"ss304",0.635
"machining","M",46,"alpha","ch2",7.62,"ch2",0.635
"solution","A",16,"alpha","none",4.445,"ch2",2.54
"machining","A",61,"alpha","none",10.795,"ch2",1.27
"small sample","A",39,"alpha","ch2",5.715,"al",0.635
"solution","A",16,"alpha","none",4.445,"ch2",0.635
"small sample","A",7,"alpha","none",3.175,"ch2",0.635
"large sample","D",15,"alpha","none",4.445,"ch2",0.635
"metallurgy","A",23,"alpha","none",15.24,"ch2",1.905
"metallurgy","E",43,"alpha","none",5.715,"ch2",0.635
"large sample","A",40,"alpha","none",8.89,"ch2",0.635
"machining","A",65,"alpha","none",3.175,"ch2",1.905
"waste","A",57,"alpha","none",5.08,"ch2",1.27
"metallurgy","E",88,"alpha","none",2.54,"ss304",0.635
"small sample","A",42,"alpha","none",1.905,"ch2",1.27
"small sample","A",55,"alpha","none",27.94,"ch2",0.635
"small sample","A",15,"alpha","ch2",9.525,"ch2",0.635
"small sample","A",15,"alpha","none",8.89,"ch2",0.635
"solution","A",4,"alpha","none",6.35,"ss304",0.635
"large sample","M",64,"alpha","none",5.08,"mgo",0.635
"small sample","A",5,"alpha","ch2",8.255,"ch2",3.175
"machining","A",23,"alpha","none",12.7,"be",0.635
"waste","A",50,"alpha","none",12.065,"mgo",1.905
"solution","A",3,"alpha","none",6.985,"ch2",1.905
"large sample","A",65,"alpha","none",0.635,"ch2",0.635
"large sample","A",33,"alpha","none",3.175,"mgo",0.635
"metallurgy","E",124,"alpha","none",1.905,"du",0.635
"machining","A",32,"alpha","none",11.43,"ch2",3.175
"waste","P",85,"alpha","none",8.89,"ch2",0.635
"large sample","A",17,"alpha","none",17.78,"ss304",1.27
"large sample","M",31,"alpha","none",22.225,"ch2",0.635
"small sample","A",28,"alpha","none",6.35,"ch2",1.27
"large sample","D",147,"alpha","ch2",4.445,"mgo",0.635
"large sample","A",64,"alpha","none",7.62,"be",2.54
"small sample","A",34,"alpha","none",1.905,"ch2",1.27
"solution","A",21,"alpha","none",24.765,"ch2",1.905
"machining","M",124,"alpha","ch2",7.62,"ch2",1.27
"waste","P",53,"alpha","none",17.145,"pb",0.635
"small sample","A",54,"alpha","none",20.955,"al",0.635
"large sample","A",23,"alpha","none",15.875,"ch2",2.54
"metallurgy","A",26,"alpha","none",8.89,"ch2",1.27
"machining","M",64,"alpha","none",3.81,"ch2",0.635
"metallurgy","A",23,"alpha","ch2",14.605,"ss304",4.445
"small sample","A",9,"alpha","none",3.81,"ch2",1.27
"large sample","E",107,"alpha","none",1.27,"ch2",0.635
"small sample","A",4,"alpha","none",26.67,"ch2",1.27
"large sample","A",42,"alpha","none",7.62,"ss304",1.905
"solution","A",1,"alpha","none",16.51,"ss304",1.905
"small sample","A",13,"alpha","none",13.97,"ch2",1.27
"machining","M",41,"alpha","ch2",33.02,"ch2",0.635
"large sample","D",120,"alpha","none",1.27,"ss304",0.635
"large sample","M",35,"alpha","ch2",10.16,"mgo",0.635
"small sample","A",65,"alpha","none",26.67,"ch2",3.175
"small sample","A",7,"alpha","ch2",7.62,"al",1.905
"small sample","A",27,"alpha","none",22.86,"ch2",1.905
"metallurgy","A",19,"alpha","none",11.43,"ch2",0.635
"solution","A",15,"alpha","none",14.605,"pb",2.54
"small sample","A",65,"alpha","none",3.81,"ss304",1.27
"large sample","D",17,"alpha","none",7.62,"du",0.635
"machining","A",8,"alpha","none",13.97,"ss304",3.175
"machining","M",19,"alpha","ch2",27.305,"ch2",0.635
"large sample","A",21,"alpha","none",13.97,"ch2",0.635
"machining","M",23,"alpha","none",3.175,"pb",0.635
"small sample","A",65,"alpha","none",8.255,"ch2",2.54
"small sample","A",51,"alpha","none",3.81,"al",1.905
"large sample","E",74,"alpha","none",3.175,"ch2",0.635
"large sample","A",21,"alpha","ch2",13.97,"ch2",1.27
"large sample","D",108,"alpha","none",6.35,"ss304",0.635
"large sample","A",10,"alpha","ch2",5.08,"ch2",0.635
"machining","M",31,"alpha","none",6.35,"ch2",0.635
"large sample","A",24,"alpha","none",8.89,"ss304",0.635
"large sample","A",18,"alpha","mgo",6.35,"ss304",1.27
"large sample","A",23,"alpha","none",2.54,"ch2",2.54
"metallurgy","A",38,"alpha","none",2.54,"be",0.635
"metallurgy","A",51,"alpha","ch2",6.985,"ss304",1.27
"small sample","A",10,"alpha","ch2",19.05,"ch2",1.905
"small sample","A",13,"alpha","ch2",6.985,"ch2",1.27
"large sample","D",91,"alpha","none",0.635,"ss304",0.635
"metallurgy","A",24,"alpha","none",10.795,"pb",2.54
"large sample","A",44,"alpha","ch2",17.78,"ss304",0.635
"large sample","A",34,"alpha","none",0.635,"mgo",0.635
"metallurgy","B",35,"alpha","mgo",2.54,"ch2",1.905
"small sample","A",65,"alpha","ch2",3.175,"ch2",1.905
"small sample","A",40,"alpha","none",4.445,"ch2",0.635
"small sample","A",5,"alpha","none",8.89,"ch2",0.635
"small sample","A",29,"alpha","none",5.715,"ch2",1.905
"metallurgy","E",217,"alpha","none",1.27,"ss304",0.635
"small sample","A",59,"alpha","none",4.445,"ch2",0.635
"small sample","A",58,"alpha","ch2",6.35,"ch2",3.175
"metallurgy","A",38,"alpha","mgo",7.62,"ss304",5.08
"small sample","A",28,"alpha","none",15.875,"ch2",1.27
"metallurgy","E",88,"alpha","none",1.905,"pb",0.635
"waste","A",22,"alpha","none",11.43,"ch2",3.81
"machining","M",17,"alpha","ch2",19.05,"ch2",0.635
"small sample","A",65,"alpha","ch2",10.16,"ch2",1.905
"solution","A",15,"alpha","ch2",8.89,"ss304",3.81
"small sample","A",41,"alpha","none",16.51,"ch2",0.635
"small sample","A",25,"alpha","none",8.255,"ss304",3.81
"small sample","A",46,"alpha","none",8.255,"ch2",1.905
"metallurgy","E",56,"alpha","none",1.905,"ss304",0.635
"small sample","A",35,"alpha","ch2",11.43,"ch2",1.905
"small sample","B",29,"alpha","none",3.81,"ch2",1.27
"small sample","A",47,"alpha","none",17.145,"du",1.905
"large sample","E",72,"alpha","none",0.635,"mgo",0.635
"large sample","E",131,"alpha","none",0.635,"ss304",0.635
"small sample","A",13,"alpha","none",8.89,"be",0.635
"large sample","A",3,"alpha","mgo",6.35,"ch2",1.27
"large sample","D",35,"alpha","none",5.715,"mgo",0.635
"small sample","A",41,"alpha","none",4.445,"ch2",3.81
"metallurgy","E",121,"alpha","none",1.27,"ch2",0.635
"metallurgy","A",65,"alpha","none",17.78,"ch2",1.27
"large sample","D",188,"alpha","none",3.175,"ch2",0.635
"small sample","A",18,"alpha","ch2",1.905,"ch2",3.81
"machining","M",16,"alpha","ch2",35.56,"ch2",0.635
"small sample","A",5,"alpha","none",3.81,"ss304",0.635
"large sample","E",186,"alpha","none",0.635,"ss304",0.635
"small sample","A",30,"alpha","none",13.335,"ch2",1.27
"metallurgy","E",133,"alpha","none",1.905,"ss304",0.635
"solution","A",44,"alpha","ch2",18.415,"ch2",4.445
"metallurgy","B",20,"alpha","none",10.795,"ch2",0.635
"waste","P",95,"alpha","none",5.08,"ch2",1.905
"large sample","A",22,"alpha","ch2",9.525,"ch2",3.81
"small sample","A",16,"alpha","none",3.81,"ss304",0.635
"waste","A",24,"alpha","none",10.16,"ch2",0.635
"small sample","A",19,"alpha","none",19.05,"ch2",0.635
"metallurgy","E",35,"alpha","none",1.27,"ss304",0.635
"small sample","A",40,"alpha","none",8.89,"ch2",1.27
"large sample","A",44,"alpha","ch2",1.905,"ch2",0.635
"large sample","A",25,"alpha","none",3.175,"mgo",0.635
"large sample","A",65,"alpha","mgo",4.445,"ch2",1.905
"large sample","E",78,"alpha","none",1.27,"mgo",0.635
"large sample","D",112,"alpha","none",7.62,"mgo",0.635
"small sample","A",21,"alpha","ch2",5.08,"ch2",0.635
"waste","A",48,"alpha","none",3.175,"ss304",1.27
"machining","M",74,"alpha","none",0.635,"ch2",0.635
"metallurgy","E",45,"alpha","none",0.635,"mgo",0.635
"large sample","A",11,"alpha","none",12.065,"ch2",6.985
"large sample","E",202,"alpha","none",2.54,"mgo",0.635
"machining","A",42,"alpha","none",24.765,"ch2",1.27
"metallurgy","A",17,"alpha","ch2",1.27,"mgo",0.635
"metallurgy","A",18,"alpha","none",8.255,"ss304",1.905
"small sample","A",47,"alpha","none",8.255,"ch2",1.27
"small sample","A",11,"alpha","ch2",7.62,"ss304",1.905
"small sample","A",27,"alpha","none",8.255,"mgo",3.81
"large sample","A",10,"alpha","ch2",3.175,"mgo",3.175
"large sample","A",45,"alpha","none",5.08,"ch2",1.27
"large sample","A",11,"alpha","mgo",1.905,"ch2",1.27
"small sample","B",46,"alpha","none",11.43,"ch2",0.635
"small sample","A",8,"alpha","none",4.445,"ss304",3.175
"small sample","A",28,"alpha","none",10.795,"ch2",0.635
"large sample","A",13,"alpha","none",12.7,"mgo",0.635
"metallurgy","E",54,"alpha","none",2.54,"mgo",0.635
"small sample","A",62,"alpha","none",10.16,"mgo",1.905
"large sample","A",24,"alpha","none",3.175,"ss304",0.635
"waste","P",138,"alpha","none",11.43,"mgo",3.175
"small sample","A",6,"alpha","none",18.415,"ch2",0.635
"large sample","D",105,"alpha","none",1.27,"ch2",0.635
"small sample","A",6,"alpha","mgo",3.81,"ch2",0.635
"small sample","A",65,"alpha","ch2",11.43,"ch2",3.81
"small sample","A",64,"alpha","none",3.81,"ch2",1.27
"small sample","B",45,"alpha","none",4.445,"be",0.635
"small sample","A",65,"alpha","ch2",8.89,"mgo",3.175
"small sample","A",65,"alpha","none",19.05,"ch2",6.35
"large sample","M",83,"alpha","ch2",0.635,"ss304",1.27
"small sample","A",9,"alpha","none",4.445,"ch2",0.635
"waste","A",7,"alpha","none",9.525,"ss304",1.27
"large sample","E",45,"alpha","none",2.54,"mgo",0.635
"small sample","A",41,"alpha","mgo",6.985,"ss304",0.635
"waste","A",16,"alpha","none",7.62,"mgo",0.635
"machining","M",35,"alpha","none",5.08,"ch2",0.635
"large sample","A",65,"alpha","none",3.81,"pb",1.905
"solution","A",25,"alpha","none",6.35,"ch2",1.27
"large sample","A",8,"alpha","mgo",8.255,"mgo",0.635
"waste","P",62,"alpha","mgo",10.795,"mgo",2.54
"small sample","A",65,"alpha","none",8.89,"ss304",1.27
"small sample","A",30,"alpha","none",17.145,"ch2",1.905
"machining","M",50,"alpha","none",12.065,"ch2",0.635
"large sample","A",53,"alpha","none",5.08,"ch2",2.54
"small sample","A",11,"alpha","none",6.35,"ch2",0.635
"large sample","E",97,"alpha","none",1.905,"du",0.635
"small sample","B",28,"alpha","none",4.445,"ch2",1.905
"machining","A",21,"alpha","ch2",9.525,"ch2",1.27
"metallurgy","E",84,"alpha","none",0.635,"ss304",0.635
"large sample","A",15,"alpha","none",3.81,"ss304",3.81
"small sample","A",59,"alpha","none",1.27,"ch2",1.905
"small sample","A",61,"alpha","none",5.715,"ch2",1.27
"large sample","D",49,"alpha","ch2",7.62,"ch2",0.635
"large sample","D",237,"alpha","none",2.54,"ss304",0.635
"large sample","A",8,"alpha","ch2",4.445,"ch2",1.27
"small sample","A",25,"alpha","none",0.635,"ch2",1.27
"small sample","A",35,"alpha","none",4.445,"ss304",0.635
"metallurgy","B",182,"alpha","none",1.27,"ch2",1.27
"solution","A",32,"alpha","none",23.495,"ss304",0.635
"large sample","A",5,"alpha","none",5.715,"ss304",1.27
"small sample","A",63,"alpha","ch2",10.795,"ch2",0.635
"waste","P",132,"alpha","ch2",10.16,"pb",3.175
"machining","M",99,"alpha","none",2.54,"mgo",0.635
"large sample","A",51,"alpha","ch2",15.875,"ch2",1.905
"solution","A",10,"alpha","ch2",16.51,"ch2",0.635
"large sample","A",28,"alpha","none",10.16,"ss304",3.81
"large sample","E",50,"alpha","none",1.905,"pb",0.635
"metallurgy","A",16,"alpha","none",3.81,"du",3.175
"large sample","A",35,"alpha","none",10.16,"ch2",1.905
"large sample","M",40,"alpha","none",11.43,"ss304",0.635
"solution","A",10,"alpha","none",8.89,"al",1.27
"large sample","A",30,"alpha","none",25.4,"ss304",0.635
"small sample","A",47,"alpha","ch2",6.985,"ch2",1.27
"solution","A",15,"alpha","none",11.43,"ch2",1.27
"small sample","A",28,"alpha","none",5.08,"mgo",1.27
"large sample","A",23,"alpha","ch2",12.065,"mgo",2.54
"small sample","A",65,"alpha","ch2",1.905,"ch2",0.635
"small sample","A",31,"alpha","ch2",6.985,"ch2",1.905
"large sample","D",58,"alpha","none",1.905,"ss304",0.635
"large sample","A",32,"alpha","none",19.05,"ss304",3.175
"small sample","A",65,"alpha","none",7.62,"ch2",1.27
"large sample","A",19,"alpha","mgo",3.175,"ch2",4.445
"large sample","A",34,"alpha","mgo",13.97,"mgo",1.27
"small sample","A",65,"alpha","ch2",15.24,"ch2",0.635
"waste","A",36,"alpha","none",4.445,"ch2",2.54
"solution","A",12,"alpha","none",19.685,"ch2",3.175
"large sample","M",107,"alpha","mgo",4.445,"mgo",0.635
"small sample","A",15,"alpha","none",15.875,"ch2",1.905
"large sample","D",258,"alpha","none",0.635,"mgo",0.635
"small sample","B",159,"alpha","none",3.175,"be",0.635
"small sample","A",52,"alpha","none",5.08,"ch2",1.27
"small sample","B",13,"alpha","ch2",2.54,"be",0.635
"large sample","A",39,"alpha","none",8.255,"ss304",1.27
"large sample","A",19,"alpha","ch2",8.255,"ss304",2.54
"small sample","A",48,"alpha","none",6.985,"pb",1.27
"machining","M",7,"alpha","none",13.97,"ch2",0.635
"solution","A",17,"alpha","none",17.145,"ch2",3.175
"small sample","A",36,"alpha","ch2",12.065,"ch2",3.175
"large sample","A",65,"alpha","none",17.78,"ch2",4.445
"large sample","E",60,"alpha","none",1.905,"ch2",0.635
"small sample","A",27,"alpha","ch2",4.445,"ch2",1.27
"solution","A",2,"alpha","none",14.605,"pb",1.905
"large sample","A",35,"alpha","none",2.54,"ch2",1.905
"solution","A",14,"alpha","none",9.525,"ss304",3.81
"large sample","A",16,"alpha","none",11.43,"ch2",0.635
"large sample","A",46,"alpha","none",7.62,"mgo",0.635
"large sample","M",44,"alpha","ch2",10.16,"be",1.27
"solution","A",9,"alpha","ch2",7.62,"ch2",1.27
"solution","A",6,"alpha","none",5.08,"ss304",2.54
"large sample","A",6,"alpha","ch2",21.59,"ss304",2.54
"small sample","A",17,"alpha","none",3.81,"ch2",1.27
"small sample","A",26,"alpha","none",12.065,"ch2",2.54
"small sample","A",12,"alpha","mgo",12.065,"ch2",0.635
"solution","A",22,"alpha","ch2",5.08,"du",1.905
"solution","A",1,"alpha","none",6.35,"ch2",1.27
"small sample","A",30,"alpha","none",13.335,"ch2",1.905
"large sample","E",31,"alpha","none",0.635,"ss304",0.635
"solution","A",20,"alpha","none",13.335,"ch2",1.27
"small sample","A",12,"alpha","ch2",8.89,"ch2",1.27
"large sample","A",17,"alpha","ch2",6.35,"ch2",0.635
"large sample","A",21,"alpha","none",4.445,"ss304",2.54
"large sample","A",65,"alpha","none",5.715,"ch2",4.445
"solution","A",13,"alpha","ch2",3.175,"ch2",1.27
"small sample","A",4,"alpha","none",6.985,"ch2",1.27
"small sample","A",29,"alpha","none",8.89,"ss304",1.27
"small sample","A",65,"alpha","none",6.35,"ch2",1.27
"metallurgy","E",56,"alpha","none",2.54,"ch2",0.635
"waste","P",83,"alpha","none",6.985,"ch2",1.27
"machining","M",41,"alpha","none",6.35,"ch2",0.635
"metallurgy","E",19,"alpha","none",2.54,"ch2",0.635
"large sample","M",89,"alpha","none",13.335,"ss304",0.635
"large sample","M",120,"alpha","none",26.67,"ch2",1.27
"metallurgy","A",65,"alpha","ch2",20.32,"ch2",1.27
"waste","A",65,"alpha","none",9.525,"ch2",1.27
"large sample","A",8,"alpha","none",35.56,"ch2",0.635
"large sample","E",14,"alpha","none",1.905,"ch2",0.635
"solution","A",5,"alpha","none",2.54,"ch2",1.905
"solution","A",11,"alpha","ch2",3.81,"ch2",1.905
"waste","A",25,"alpha","ch2",5.08,"be",5.08
"small sample","A",39,"alpha","none",12.065,"ch2",1.905
"solution","A",14,"alpha","ch2",17.145,"ch2",5.08
"metallurgy","A",31,"alpha","none",16.51,"ch2",0.635
"small sample","A",45,"alpha","none",5.715,"al",1.905
"large sample","A",21,"alpha","none",13.335,"ch2",0.635
"small sample","A",37,"alpha","none",10.16,"ch2",0.635
"small sample","A",19,"alpha","ch2",3.81,"ch2",2.54
"small sample","A",65,"alpha","ch2",9.525,"ch2",3.175
"waste","P",51,"alpha","none",5.715,"ch2",0.635
"large sample","A",17,"alpha","none",23.495,"ss304",0.635
"metallurgy","A",38,"alpha","none",4.445,"be",5.715
"small sample","A",33,"alpha","none",8.89,"ch2",1.905
"small sample","A",65,"alpha","ch2",3.175,"ch2",0.635
"small sample","A",43,"alpha","none",6.35,"ch2",1.27
"small sample","A",14,"alpha","none",3.175,"al",1.27
"solution","A",15,"alpha","none",20.955,"ss304",1.905
"small sample","A",11,"alpha","none",6.35,"ch2",1.905
"small sample","A",19,"alpha","ch2",3.81,"mgo",1.27
"small sample","A",41,"alpha","none",5.08,"ch2",0.635
"machining","M",34,"alpha","none",5.715,"ch2",0.635
"solution","A",12,"alpha","ch2",10.795,"ch2",1.27
"metallurgy","E",101,"alpha","none",1.905,"ch2",1.27
"small sample","A",27,"alpha","ch2",12.7,"ch2",5.715
"metallurgy","E",173,"alpha","none",3.175,"mgo",0.635
"small sample","A",18,"alpha","none",5.08,"ch2",1.27
"small sample","B",26,"alpha","none",4.445,"ch2",1.27
"large sample","A",47,"alpha","none",10.16,"ss304",0.635
"large sample","A",18,"alpha","mgo",9.525,"ss304",0.635
"waste","P",83,"alpha","mgo",5.715,"ch2",0.635
"small sample","A",19,"alpha","none",3.175,"ch2",1.905
"small sample","A",65,"alpha","none",6.985,"ch2",1.905
"small sample","A",32,"alpha","none",10.16,"ch2",1.905
"machining","M",41,"alpha","none",20.32,"al",0.635
"large sample","M",62,"alpha","ch2",9.525,"ch2",0.635
"solution","A",11,"alpha","ch2",3.175,"ss304",1.27
"small sample","A",26,"alpha","none",1.27,"ch2",0.635
"waste","A",56,"alpha","none",6.985,"ss304",5.08
"machining","A",58,"alpha","none",7.62,"ch2",1.27
"small sample","A",45,"alpha","none",22.86,"ch2",3.81
"large sample","E",249,"alpha","none",1.27,"ss304",0.635
"large sample","M",93,"alpha","none",3.81,"mgo",0.635
"small sample","A",54,"alpha","ch2",8.89,"ch2",0.635
"large sample","A",56,"alpha","none",12.065,"ss304",3.175
"solution","A",7,"alpha","ch2",20.955,"ch2",0.635
"large sample","D",80,"alpha","none",1.905,"ss304",0.635
"large sample","M",28,"alpha","none",1.27,"ch2",0.635
"solution","A",29,"alpha","none",5.08,"ch2",0.635
"small sample","A",65,"alpha","none",24.13,"ch2",4.445
"metallurgy","A",65,"alpha","none",12.7,"ch2",0.635
"small sample","A",44,"alpha","none",3.81,"ch2",1.27
"small sample","A",3,"alpha","none",0.635,"ss304",1.27
"machining","A",39,"alpha","none",0.635,"ch2",0.635
"small sample","A",20,"alpha","ch2",5.08,"ch2",1.27
"large sample","D",76,"alpha","none",2.54,"ch2",0.635
